page,count
14ee,1
127f,1
127c,1
2040b,3
1a582,346
1ac51,7
2e4ce,7
813f,3
1a58e,43
102ef,4
1a58f,59
2087f,1
1258f,44
1a586,7
3548f,1
308ff,12
14aef,12
1058f,17
288bf,3
2242f,1
12c8,1
2204f,4
2004f,372
48f,8
2384f,55
1401f,20
1258e,1
10fc,15
15a,5
7c,2
12c1,1
10fd,1
1467f,7
139e,9
a88c,28
a884,376
2203f,2
1e17e,2831
14e6f,2
2004a,3
149d,1
13bb,1
13dd,3
1446f,7
30e05,425
30e0d,14
1040f,17
30e0f,1
8f,45
1048f,106
a88f,18
27cf9,2683
1e17f,120
27cfd,246
244ff,33
26cff,6
274ff,14
264ff,15
286c5,2007
a08f,2
286cf,65
284cf,17
27cff,69
286cd,134
808f,2
204ff,25
3060f,10
3060d,1
1617f,47
a88d,2
2864f,1
20e7f,3
13ea,13
143c,1
117e,2
13ee,1
6a,1
102a,1
29c06,411
3000f,16
29c0e,21
254ff,1
1a63f,2
29c0f,1
26cfd,1
2304f,2
a88e,2
2040e,1
2104f,2
3040f,2
244fd,1
206cf,11
2940f,3
3d,2
13b8,1
8cf,2
2f047,389
2f04f,38
2804f,17
2b04f,4
2840f,1
2d04f,1
2044d,1
208f,1
274fd,1
888f,1
1802f,2
14bd,19
8d7,1
84f,1
3290f,9
3290c,46
3210f,12
3290d,4
2064f,1
3a4c0,2546
3a4cc,187
2045f,46
9b1,1
148d,1
144d,1
2d909,399
3a4df,11
3045f,3
2d90d,27
2d90f,6
324df,11
2c04f,1
3a4c4,113
2c10d,1
385bb,2705
304df,9
2c90f,2
2010f,106
3a4cf,108
2d10f,4
2410f,16
1fe87,1897
1fe8f,146
3010f,75
1ee8f,9
1468f,18
1068f,10
1448f,28
1268f,11
2940e,2
2840e,1
1e68f,14
56f,2
6c19,37
1f68f,5
1c68f,16
2140f,26
3090f,1
10b,1
13db,34
13cc,1
13df,3
acf,3
2441f,2
2928a,352
2008f,4
2a04f,1
3a4dc,9
2928e,53
2928f,31
2028f,1
2810f,6
2410d,1
2828f,1
c,2
418f,2
10d2,1
2041b,1
2410b,480
380ff,6
3a4cd,4
3a4de,6
3a4dd,1
145e,19
45a,1
141f,1
45f,14
1a18f,2
15b,3
2e98c,436
2418f,1
2c18f,1
2e98f,7
2108f,1
10af,4
2aa42,2429
2e98d,6
2aa46,132
5b5,1
11f1,1
117d,1
fbcd,468
2005f,276
28a5e,2
2aa4e,282
2e98e,1
41cf,1
2aa5f,5
fbcf,6
37b3d,2975
3433f,9
3413d,1
36b3d,9
3433d,2
37b3f,61
1f509,1868
1650f,14
1f50d,236
3613f,2
28a5f,5
1050f,55
2a25f,2
2aa5e,18
1650d,5
1050d,1
2aa56,1
3633f,16
1f50f,23
2825f,5
36b3f,10
20a5e,1
1450f,21
1750f,9
2885f,4
14b9,1
13ec,1
51e,1
151f,1
23d,10
14e6e,3
2141c,1
3618e,425
3633d,3
3618f,37
3018f,67
3418f,8
2805f,25
1e2ff,1
12aff,3
1016f,5
1750d,7
3733d,2
2825e,3
2471f,2
12a0,19
126d,1
2b,2
1c08f,453
1c17f,2
108ff,3
10aff,2
f9cf,1
2025f,10
81cf,1
20a5f,1
1e2ef,7
3613d,1
2844f,2
17f,4
3033f,1
c1cf,1
1e50d,2
2001c,1
12e5,21
101f,1
260d0,332
240df,21
260df,29
3013d,1
e3cf,1
fb44,2679
260de,5
3c7,1
158e,20
a,2
4bf,2
158f,1
1fead,7
3b491,408
260dc,24
3b495,11
3b49d,32
3733f,2
200df,7
1250f,3
25cbf,3070
fb4c,207
260d4,10
835f,4
3b49f,5
24cbf,3
3049f,4
254bf,21
260dd,2
b95f,1
2624b,1906
2624f,233
3b490,1
2424f,28
3218f,1
815f,31
2404f,56
db5f,1
c181,1
13cf,17
28a9e,29
28a92,405
2d,2
42b,1
57f,3
667a,871
6c1d,1
6a97,33
6a9f,4
df4,3
441f,5
fb5f,4
d15f,16
fb5c,7
cb5f,1
eb5d,1
1f95c,1
28a96,19
324cf,41
28a9f,12
3044f,7
304cf,16
2829f,9
2294d,5
12e2,16
12fa,18
12ff,3
153b,2
12f2,29
12ee,1
1ec13,375
1c41f,2
1cc1f,1
1ec1f,48
3a4ce,29
fb5d,1
1441f,16
1041f,32
2244f,3
2049f,89
2024f,15
2009f,10
3a49f,1
378fe,1
1fc54,344
1fc5c,26
1ec17,8
1fc5f,9
3249f,1
1045f,24
1e45f,3
384cf,1
3f106,2699
3f11e,7
c7,2
143b,1
135c,1
1a,2
118d,1
12d4,1
4b,1
115f,2
23b15,368
2011f,27
3911e,1
23b1d,73
1c45f,4
16c1f,2
3011e,5
3f10e,212
2340d,257
1ec5f,6
2331d,1
2340f,54
23b1f,13
2140d,2
1641f,6
291cd,2045
291cf,64
2141f,2
1241f,1
2914f,43
3f11f,2
2240f,3
3244f,2
41f,73
2341d,6
2100f,1
2014d,1
1fc5e,4
2014f,13
2814f,4
2914d,3
2111f,4
1ce8f,1
c191,2
12ce,21
11fa,1
368ef,4
1ded6,383
1c6df,10
1dede,42
3d11e,1
146df,11
3811f,1
1845f,1
2311f,3
3011f,10
2331f,7
1fc5d,1
2824e,3
2824f,27
2aa4f,43
28a4f,6
1dedf,6
1c6de,1
2040d,2
10aa,18
133f,1
10ae,1
10ba,1
71d7,396
71df,53
51df,3
2041d,1
3411e,1
1cedf,4
2114f,4
1cc5f,1
415f,7
13bc,1
1645c,35
2211f,5
144df,3
28a4e,2
1e50f,3
127d,1
4b2,1
130a,1
1466e,4
300e6,3
1a0d9,356
1645d,2
3199d,4
1a0dd,57
34b3f,2
3199f,8
3019f,11
1a0df,16
3002f,6
3198c,231
104df,1
2884f,1
294c3,2640
294cf,268
3119d,2
120df,5
294c7,124
294df,16
3019c,1
1645f,19
2a24f,2
41df,4
214cf,7
1445f,7
23ecf,2083
236cf,32
3199c,5
226cf,2
2024e,1
1df,1
294d7,3
3198d,25
2a24e,2
61df,3
1bf,1
9bf,1
125f,2
2921a,388
224cf,1
2921e,27
3001f,3
2921f,20
2004e,2
1005f,5
2821f,1
3119f,1
2021f,12
667f,20
42a,2
63f3,150
649e,3141
449f,86
47f,8
e61,422
649f,61
49f,16
667e,9
e7d,9
e6d,5
e71,8
467a,4
467f,3
df0,17
447f,4
67d,1
5fc,1
df8,1
5ff,1
447a,1
67f,8
449e,2
63ff,17
63b4,15
63f7,2
11e,18
2101f,2
1205f,1
fb4e,7
814f,27
f94f,2
cb4f,8
db4f,13
fb4d,18
2121f,2
c14f,21
fb4f,50
2944f,1
1408c,1
15b7,18
15bd,1
3cf5b,316
3cf5f,95
3455f,19
1645e,2
204df,8
2144f,3
834f,2
3c75f,4
100df,1
214df,2
d14f,3
414f,2
d34f,3
1201f,3
34f5f,1
3c55f,1
3099d,1
c34f,8
2145f,4
234cf,2
3199e,1
3cd5f,1
1002e,1
204b3,1
11cb,1
12c4,1
12fe,1
12f6,3
1010f,3
1f6dc,397
1e6df,5
894f,3
1f6df,21
1f6dd,2
d94f,2
c94f,1
3804a,2658
216cf,4
3805e,9
1cf,4
2000a,2
111f,1
20e1d,425
3804e,337
2061f,11
1d6df,1
2005d,2
2584d,191
2404d,7
2445f,4
1021e,4
3005f,9
25ed1,1815
25ed5,105
25edd,161
246df,44
2484d,8
f34d,1
2584f,47
256df,24
2484f,20
3804f,59
20e1f,13
2585d,7
cb4e,1
25edf,45
34d5f,1
206df,1
244df,8
2405f,2
2405d,5
f34f,1
3475f,4
2585f,2
2485d,3
e94f,1
2061d,1
1d,2
5bd,1
114f,18
12dc,1
dfde,437
d5df,8
eb4f,1
dfdf,21
3445f,3
db4c,1
c5df,4
c7df,1
d7df,6
db4e,1
106df,1
3f10f,24
3805f,4
3005e,1
3e10e,2
3c10f,6
3d10f,1
3b10f,1
2140c,1
116c,1
2150c,2
135d,2
238df,425
2504f,2
3e10f,10
3010e,5
3610f,6
3610e,4
230df,2
2085d,1
3410e,3
3410f,2
3810f,2
135a,13
12e4,1
12de,1
105e,1
135e,2
23c60,338
23c64,16
2346f,13
23c6c,36
1ae8c,3098
14d3,19
117f,1
14d7,1
14e7e,2
9cf,2
337ed,36
23c6f,11
337e1,336
335ef,4
3510f,1
2046f,18
3156f,1
1269d,4
337e5,3
256dd,1
1af87,2462
1ad9f,2
220df,2
1ae9c,12
1a59f,7
1af8f,335
1af9f,27
1049f,16
3c10e,2
3046f,9
1a79f,2
3d10e,1
29f53,1925
2055f,6
337ef,18
29f5f,215
29f57,93
2975f,17
2955f,40
1269f,5
1248f,33
2155f,5
9f,2
1a49f,1
1249f,7
23c6e,1
1ae8d,33
1ad8f,13
1009f,2
2945f,1
23c6d,2
c990,2
10b3,1
12ef,1
1ee62,365
1ee6e,31
2855f,4
1059f,46
2246f,2
337e9,2
1ee66,5
1ae9d,4
3256f,2
2471d,1
e7c,151
2470c,4
66c,1
e7b,3
67c,1
f92,2
f96,4
a82a,244
e7f,2
4c08,146
4b58,15
4bb4,11
4c0f,5
4b74,518
4ae1,21
a02a,1
4abf,2
497f,9
426f,1
e84,35
e87,2
10c,15
4bbc,2
2f0d,1
4c0c,8
4ab8,25
4c1c,4
48b4,1
440f,27
156c2,4
12be8,7
89bf,7
42fa,4
1158f,1
2f47,1
982f,1
80ec,95
a82e,9
283a,2
4b7f,21
7b91,50
7b9d,1
403f,4
487f,5
ddb,15
dd1,98
db6,2
e86,9
ddd,2
a82f,7
a03f,1
982d,2
4bc3,95
4bcf,13
404f,8
202f,1
a83a,2
203f,1
f7e,3
109c4,2
202a,1
4a77,8
8f00,643
ddf,2
850f,6
4c01,329
871e,1
48bf,1
4c05,15
4c0d,16
4d03,48
4c9e,1
4c9a,17
4c15,1
4cd1,2
440d,1
7b95,1
4b7c,21
407f,11
80ff,3
20f,1
172b9,4
437f,2
40df,1
4bc7,19
49df,1
4bdf,2
400f,4
80fc,1
8f0c,13
4bce,72
8f0e,6
8f1f,3
8f04,11
4ce2,33
4cee,2
4ce6,1
4d76,3
405f,5
49cf,1
402f,4
8f10,6
4b7d,1
8f0f,6
4c1d,8
8d00,1
457e,1
4db9,9
8f1c,3
80bc,1
44e2,1
4cf2,1
60c8,6
4c2c,17
4c2f,1
4c3c,1
870f,2
48df,2
4b88,54
4b8c,7
4b9c,1
4b5c,1
4b67,2
82be,2
82b8,3
428f,1
4b65,2
442f,3
8d10,1
8d43,51
4bcc,48
7d12,1
8b42,192
484f,2
15b8a,1
4aef,1
4c19,9
4cf8,11
8b4e,9
4ca7,5
4e13,7
401f,1
4d5d,164
4e1f,1
4dad,1
4da1,28
4da5,2
4d5f,4
455f,8
4d33,3
8d47,1
609c,2
820f,18
4dbd,2
45bf,2
8b4f,3
55f,1
8b46,6
45af,2
4cd4,3
b840,14
354b,20
b844,2
8d4f,3
7de8,1
4dd7,2
900e,14
848b,62
848f,13
4d0f,2
4e08,3
4c03,9
849f,4
609f,1
848c,2
dd5,1
4bc2,32
485f,1
4ab6,1
4bde,1
4bc6,2
4b63,21
e83,14
417f,2
28e,1
4bae,1
40bf,1
608e,1
4b73,1
4d37,9
4bab,6
675c,11
675a,2
4d78,6
475f,1
675f,2
675b,1
675e,1
-9600,2
679f,2
-96df,1
-94e0,1
-94dc,1
4b68,2
4ba1,1
8f0d,1
901e,1
8b52,1
a042,1
354f,1
355f,1
722f,2
443f,1
4cff,1
4d5e,3
dd9,2
4cc5,1
80ef,3
e8f,1
8f1e,1
4c1f,1
422f,1
5d1,1
1ac55,2
3356f,1
1a69f,3
1a78f,15
3198f,60
3246f,1
1069f,2
1ae9f,2
3118f,21
3118d,2
15d4,1
15b4,1
2001b,1
3d2ef,76
3d2e3,360
1046f,3
3198e,10
3026f,8
3c2ef,6
3098f,5
1e66f,1
3d2e7,8
325ef,1
1c66f,2
1a69c,1
1ee6f,6
12fc,19
113e,16
1218f,2
2242c,2
1fde4,371
1056f,6
1fdec,33
1cdef,1
1848f,1
1e5ef,6
1cb0e,2960
3118e,1
129f,1
2440c,3
15dc,19
151c,1
15de,1
14e7f,1
3e8a5,408
342ef,14
200af,6
1259f,21
145ef,7
1cb1e,21
3e8ad,45
105ef,4
1279f,1
351c9,2658
2018f,1
351cf,83
2015f,12
341df,3
3414f,52
351cd,219
351dd,11
3514f,12
3415f,7
10a7f,1
3515d,3
1666f,2
3014f,32
3514d,3
3004f,64
2925f,102
1c5ef,3
2925d,100
2105f,47
3414d,2
348af,2
1fded,3
302ef,4
3015f,4
3e8af,10
1edef,3
341cf,9
14b1f,3
14b1e,1
3c8af,1
1011f,68
1fdef,3
1646f,2
2125f,8
2026f,5
15c4,3
1446a,1
3d2e6,398
352ef,1
2022f,1
1491f,1
1f5ef,2
3d2ee,17
368af,2
3e885,1
3004e,3
340af,2
13ed,2
13e9,18
149e,1
29be7,394
1431f,1
29bef,47
300af,2
16f,1
1cb1f,2
293ef,4
1fdee,1
368ad,1
3515f,1
13a,1
13b9,1
113a,2
113f,1
d4a8,399
1411f,1
44af,8
280ef,3
291ef,3
25c9c,3
d4ac,57
27c90,2562
118f,19
159f,2
10a29,337
10a2d,61
d4af,10
14af,1
27c94,133
10a2f,21
4af,5
351df,1
1bc4b,2606
1a45f,6
1044f,32
1bc5f,13
1bc4f,330
299ef,1
1a44f,19
1b44f,28
27c9c,149
1244f,28
2985f,143
290ef,1
2905f,23
2649f,6
27c9f,22
10a09,3
d4ad,4
2449f,42
1245f,2
d4ae,1
281ef,1
2465f,1
2449d,2
118b,1
1047f,1
e66a,393
e66f,13
e66e,32
c4af,2
466f,6
46f,4
80bf,2
c66f,1
446f,7
1ae8f,49
1a48f,4
1b45f,2
1a68f,29
2906f,1
152c,1
154c,2
155f,1
385ab,237
305af,17
385af,76
2043b,1
8c7,1
15a8,1
111e,1
1a989,3
10c2c,477
12d8f,1
205af,1
1042f,15
1ac4f,1
24c9e,1
29d5f,1
44f,9
13d92,2658
1259e,6
c180,1
124bf,1
8df,1
355ed,375
3456f,21
13d9e,179
1051f,50
1c78d,3056
41d,1
1c58f,7
10c2f,3
1458f,18
666f,2
1c58d,2
13d96,97
1c59d,1
1458d,3
355ef,29
1459d,2
1448d,3
1400d,1
1469d,1
1449f,6
f15d,226
1478d,6
f159,1883
f15f,96
915f,5
345ef,11
1ae8e,1
a15f,1
3056f,9
2056f,1
b15f,7
111d,1
37aee,411
37aef,13
1359e,6
10c2d,1
34aef,1
1478f,1
1c78f,21
c15f,9
1c79d,11
1410f,43
14b0f,14
1cb0f,79
1c30f,2
1c10f,7
1490f,6
1400f,19
153f,19
37f6f,437
1059e,2
1c90f,2
1449d,2
1051e,1
3776f,3
1359f,14
1459f,1
3656f,5
3676f,5
1c48f,1
e15f,3
8bf,1
15c1,20
15cf,1
3d670,401
3d674,14
3467f,6
1440f,9
3d67c,30
3567f,2
36aef,2
1b914,2648
2904e,1
1b9,1
3587d,40
1a11f,28
3587f,7
1b91d,27
3407f,6
1db4f,2932
1014f,19
1414f,39
1b91f,65
3d67f,23
1434f,20
1b91c,172
1cb4f,10
1db5f,28
3487f,5
1c34f,17
3067f,2
1404f,3
122ef,1
f35b,1944
2067f,4
3d67e,2
f35f,230
d35f,7
1430f,4
3d67d,1
1c90e,1
1c14f,6
14b4f,1
204ac,1
5b,1
138d,1
1f6f2,341
1004f,23
1f6fe,59
1415f,6
1911f,2
1211f,6
1f6ff,31
1435f,7
1015f,5
1011d,2
1c35f,4
1a11d,2
1e6ff,4
1410e,1
146ff,6
1811f,18
a35f,1
106ff,2
1211d,1
104ff,6
1b11f,7
1d6ff,1
1f6f6,3
935f,1
e56,66
e2b,54
e3b,2
e55,102
e5f,2
e57,33
e2f,2
65f,3
62b,1
57e,2
61ff,1
342f,167
59f,1
64a6,152
64e4,77
64ec,15
e5d,3
-bdfe,4
64ef,12
44ff,5
64ae,9
e2a,53
64bf,1
662e,1
64be,2
64af,3
44ae,1
44bf,1
64a3,9
225bc,1
647f,1
64ee,4
44ef,3
e2e,1
62a,1
342d,1
2e2a,1
64e0,249
40b4,1
64fe,1
64ff,4
c5d,5
45d,1
64fc,5
603f,1
4a,1
343f,2
142f,2
e5e,1
1494f,2
1d34f,3
27c9e,5
3bf,1
151e,1
361f3,345
1c6ff,2
361f7,9
1e6fe,1
c35f,2
361ff,82
435f,2
26c9e,1
2549f,4
1911d,1
26c9f,3
2449e,2
35f,1
1a91f,6
144ff,1
2749f,2
24c9f,4
1d35f,2
146f,1
3a7f4,388
25c9f,1
b35f,1
3a7ff,20
3a7fd,2
27c9d,3
3617f,3
1cb5f,2
25c9e,1
213d6,2765
3a7fc,34
147f,1
340e6,1
2f83d,36
2f835,397
3a5ff,6
2c83f,2
1d15f,1
124ff,1
2135e,2
2249f,3
2f83f,6
1844f,1
2c03f,2
304ff,3
221dd,231
221d1,2578
221df,111
2215f,48
2a03f,1
2649e,1
221d5,128
2749e,1
176ff,1
1af1d,2124
1251f,36
213de,185
